id,summary,prompt_text
13830026,Billie is panicking about what he will tell Nino when he meets him tomorrow. Toby believes he's exaggerating. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Billie: shit shit shit shit shit!!!!!
Toby: You know, you could change it a little - add a damn or fuck here or there
Billie: It's not funny! What am I going to say to Nino when I see him tomorrow???
Billie: Bloody hell!
Toby: Don't you think you're exagerrating a little?
Billie: After what happened - no!
Toby: Nino doesn't hate you. If anything he was more concerned to know if you were alright.
Billie: Tell him that I've gone to New Zealand and I'm under the Witness Protection programme.
Toby: really?
Billie: Yeah and I've changed my name and identity, so he'll never have to hear or see me again.
Toby: Billie, it wasn't *that* bad
Billie: Sure it wasn't. It's not like I've become the laughing stock of the entire school!!
summary: "
13717113,Mia has had her scan and she doesn't need a surgery. Mia has also problems with her liver due to the pills she has been using. Mia will speak to Jane later.,"Summarize the given dialogue. Keep the summary short.
dialogue: Jane: And?
Jane: Have you had your scan?
Mia: yhyy
Jane: And?
Mia: It's growing
Jane: What did the doctor say?
Jane: Do you need a surgery?
Mia: No
Jane: That's good. If it was dangerous, you would have the surgery done...
Mia: maybe... but I'm fed up
Jane: oh, honey
Jane: It's gonna be okay
Mia: I also have problems with my liver
Jane: oh?
Mia: the pills I have been taking for the last few months probably caused it
Jane: oh dear
Mia: :(
Jane: they are gonna fix it for you, you'll see
Mia: hope so
Jane: Sure they will.
Mia: ok, speak to you later.
Jane: take care, bye
summary: "
13716732,Isabella has started a blog. Katharina and Lilianne are happy for her.,"Summarize the given dialogue. Keep the summary short.
dialogue: Isabella: hey, check this out:
Isabella: www.my.blog.isabella.pl
Lilianne: wow, you've started a blog! Congrats
Katharina: finally! Your pictures are great, you should have a broader audience
Isabella: now I will, hopefully ;)
Katharina: fingers crossed! :)
summary: "
13716054,Last year Jody dressed up as Santa to visit some hospitals. Tracy would like to do the same this year but it's too late to apply.,"Summarize the given dialogue. Keep the summary short.
dialogue: Shelly: So, what do u do, Jody?
Jody: Last year I dressed up as Santa and visited a couple of hospitals
Tracy: That's so cool! Do u have to qualified?
Jody: Nah. They provide basic training. 30 mins or something. 
Tracy: Maybe I'll do that this yr!
Jody: Don't want to rain on ur parade, but if u haven't signed up last month, there's no chance. They have more volunteers than needed.
Tracy: Rly? :(
Jody: Yup. And that's a good thing. Every Santa gets at least 2 elves and there are ppl who pack presents, distribute them and so on.
Tracy: Still, can u drop me a link?
Jody: Sure <file_other>
Nancy: And what about this yr?
Jody: I have something really special going on :)
summary: "
13828692,"Jackie decided to become a history teacher in elementary school, after her friend Beth told her about the opening. Jackie, who has a major degree in history, loves the job as she wants to shape minds of young people.","Summarize the given dialogue. Keep the summary short.
dialogue: Ben: i hear you got a job teaching history in an elementary school
Jackie: yes! and i love it!!
Ben: why??
Ben: i never, ever, ever,ever, ever, ever, ever, ever pictured you as a teacher
Jackie: my friend beth told me there was an opening
Jackie: and i decided to hop on board!! lol
Ben: i'm happy you're happy
Jackie: thank you!!
Ben: where did you learn history?
Jackie: not a lot of people know it but i was a major history in college
Ben: really?!?!?!
Ben: i didn't know that
Jackie: yes and i never actually used my degree for anything 
Jackie: i feel like i'm making a difference
Jackie: shaping young people's minds
Ben: well congratulations i'm really happy for you
summary: "
13729451,"Jack, Sarah's boyfriend, told her that he went to high school with Sophie. Sophie recognized Jack from a photo sent by Sarah.","Summarize the given dialogue. Keep the summary short.
dialogue: Sophie: hi! how are you?
Sarah: Hi! I'm fine, thanks. And you? Btw Jack (my bf, I told you about him) told me that he knew you! You apparently attended the same high school! :)
Sophie: Omglol
Sophie: i don't remember him at all
Sophie: send me a picture of him
Sarah: <file_photo>
Sarah: As far as I know he looks a lot different now. Back in high school he had long hair, reallyyyy bad acne and he didn't have a beard.
Sophie: LOL I KNOW HIM!!!
Sarah: it's a small world, isn't it :D
Sophie: say hi from me! :)
summary: "
13731131,Peter didn't show up at Shannelle's birthday party. Shannele will show him photos when he visits her.,"Summarize the given dialogue. Keep the summary short.
dialogue: Peter: hey
Peter: im sorry i never attended your birthday
Shannele: its fine, but you better make it up😔😷
Peter: haha, i will, i promise. how was it
Shannele: come visit me ill show you the photos, but it was lit
Peter: i bet it was
Peter: ill come soon
Shannele: cool
summary: "
13829418,Brian will call Pete for a minute.,"Summarize the given dialogue. Keep the summary short.
dialogue: Brian: Hi, got a minute?
Pete: Sure, what's up?
Brian: I'll call you.
Pete: OK
summary: "
13820237,Nick and Kelsey parked a car on the side of the roundabout.,"Summarize the given dialogue. Keep the summary short.
dialogue: Paulina: Where are you?
Nick: at the roundabout 
Kelsey: We're parked on the side
Kelsey: enter the roundabout slowly and you'll see us on the right side
Paulina: parked on a roundabout?!
Kelsey: it's very wide
Nick: but harry up, it's seem to be a spot for prostitutes
Kelsey: they keep knocking at the window
Paulina: hahaha, you disrupt working people!
summary: "
13728464,Peter is online and working at 3 am because of a deadline.,"Summarize the given dialogue. Keep the summary short.
dialogue: Ed: Why are you online at 3 a.m?
Peter: Heh. I'm working
Ed: In the middle of the night?
Peter: Deadline.
Ed: Ehh. Be sure to get some sleep dude. It's not healthy,
Peter: I know  but I have to finish it.
summary: "
13730109,Olivia will lend Martha a blender. Marta will come in an hour.,"Summarize the given dialogue. Keep the summary short.
dialogue: Martha: Hello! I need to borrow a blender for a day. 
Olivia: I can lend you mine, no problem. 
Martha: Can I come in an hour?
Olivia: Yes, I'm home till 14:30. 
Martha: Great, thx!!! 
summary: "
13864864,Toby is in Monrovia and will be back on Monday. Jim doesn't have Toby's number.,"Summarize the given dialogue. Keep the summary short.
dialogue: Jim: Have you seen Toby?
Melania: He's in Monrovia
Miriam: will be back on Monday
Jim: oh, pity, I don't have his number
summary: "
13682392,Bob will go to auntie Meg's and do shopping for her.,"Summarize the given dialogue. Keep the summary short.
dialogue: Therese: Bob, would you drop by auntie Meg and do some shopping for her? 
Bob: Sure mum, is there something wrong with auntie?
Therese: She has some hip problems and she cannot walk down the stairs
Bob: Oh no! Poor Meg! I can drop by around 5 p.m.
Therese: I think it's perfect, but you can also give her a call first
Bob: Okie dokie, I'll do that :)
summary: "
13729898,"Will wants to drop the course as he doesn't understand it, but at Rose's request, who promises to help him, he agrees to wait until the drop deadline. ","Summarize the given dialogue. Keep the summary short.
dialogue: Will: I'm going to drop this, I don't understand anything!
Rose: Oh, come on! You can't! You said you'd take it with me!
Will: I know but it's too hard. I'm out.
Rose: Please! I'll help you study.
Will: Not sure that's going to help!
Rose: I promise, I'll share my notes and help you study. It will be fine. Please?
Will: Okay, just until the drop deadline. If I'm still not getting it I'm out.
Rose: Fair enough.
Will: Can't believe you talked me into it!
Rose: You'll see, it's going to be fine.
Will: Doubt it! I hate the bard!
Rose: You will learn to like it!
Will: Way doubtful!
Rose: Have you ever heard of the book Dirty Shakespeare?
Will: Nooooo...
Rose: I'm getting it for you. Guaranteed to get you interested!
summary: "
13816546,"Tim and Greg were drinking yesterday. Today, they both overslept.","Summarize the given dialogue. Keep the summary short.
dialogue: Tim: shit, I've overslept...
Greg: same here
Greg: too much vodka:P
Greg: what time did u get back?
Tim: i've got no fucking idea
Tim: wait, I need to pee
Greg: good luck:P
summary: "
13817409,"Charles only watched the first five episodes of ""Prison Break"" because he's busy.","Summarize the given dialogue. Keep the summary short.
dialogue: Lauren: Have you already watched the prison break?
Charles: Nope, just first five episode
Lauren: When would you watch the rest? :/
Charles: I would have to manage time for that :(
Lauren: Where are you busy these days?
Charles: I am busy with send-ups :(
Lauren: Ok then I will suggest you some other seasons once you are free from your academic activities :) 
summary: "
13681371,"According to Adam, Karen's presentation at the conference was impressive. Adam will visit Karen's office in March.","Summarize the given dialogue. Keep the summary short.
dialogue: Karen: could you send me the picture you took of me at the conference?
Adam: from your presentation?
Karen: yes, please
Adam: <file_photo> <file_photo>
Karen: thank you so much!
Adam: how did you like being on stage?
Karen: it was so nerve-wracking! I was really really stressed
Adam: seriously? I would never tell! you looked like a pro :)
Karen: wow, thanks :) it was my first time
Adam: looks like you're a natural ;)
Karen: that's a bold statement haha
Adam: I was impressed :)
Karen: how was the last lecture? 
Adam: very interesting, but I was really tired by the end of the day
Karen: it was a long day for everybody
Adam: totally agree
Karen: see you next year?
Adam: maybe even before that, I will probably be visiting your office in March
Karen: great, so I'll see you then :)
Adam: that's right :)
Karen: thanks again for the pictures!
Adam: no problem
summary: "
13680223,In his new profile picture Tom is wearing something silly on his head. Tom had a different Facebook profile before 2017. Milena shows Katie some of the photos from the old profile that she saved.,"Summarize the given dialogue. Keep the summary short.
dialogue: Milena: Katie, have you seen Tom's new profile pic?
Katie: No, let me check it out...
Milena: Get ready to laugh. ;)
Katie: OMG, what is he wearing on his head?
Milena: I know, it's crazy, lol.
Katie: That must be the weirdest picture of him that I've seen so far.
Milena: That's because you didn't know him when he had his old Facebook profile, before 2017 I mean. I saved some of the best pics on my phone.
Katie: Show me!
Milena: <file_photo>
Katie: OH. MY. GOD. What was he...
Milena: Lol!
Katie: Laughing. Out. Loud.
summary: "
13731132,Tom's shift changed again and starts at 6. Tom is not happy about it,"Summarize the given dialogue. Keep the summary short.
dialogue: Dean: Your shift has changed
Tom: ?? again???
Dean: you start at 6
Tom: for fuck’s sake…
summary: "
13820893,Nobody's in town today. Matthew's with his family for the weekend and Patrick is coming back tomorrow.,"Summarize the given dialogue. Keep the summary short.
dialogue: Leo: Anyone in town?
Matthew: Nope. I'm with my family for the weekend.
Patrick: I'm coming back tomorrow. 
summary: "
13729894,Mike helped with editing of Ava's teaser for the campaign. The campaign is struggling as no celebrity wants to endorse it and people are not responsive. Kyle shared the link on twitter to help.,"Summarize the given dialogue. Keep the summary short.
dialogue: Ava: How do you find the new teaser for our campaign?
Kyle: The one that you posted yesterday?
Ava: Yes. :)
Kyle: It looks quite professional. :-) Did you do it on your own?
Ava: Mike helped me just a little bit with editing. :)
Kyle: Wow, i'm impressed! Btw how is it going with this campaign?
Ava: Honestly, not that great. I've been looking for a celebrity, who would be eager to endorse it (for free, of course), but so far I've found none. :( People aren't really responsive either.
Kyle: I'm sad to hear that, I know that you put your heart and soul into it. :-( Can I help you somehow?
Ava: Not really, but thanks. ;)
Ava: Oh, wait, it would be great if you shared the link to the teaser on Twitter.
Kyle: Done! :)
summary: "
13819899,"Paul and Steve are going to the gym at 4, John is busy. ","Summarize the given dialogue. Keep the summary short.
dialogue: Paul: Gym at 4p.m.?? 
Steve: Ok with me
John: I won't make it
John: I got stuff to do
John: Maybe next time
summary: "
13810170,"Tom is 25 and misses sitting at home playing PC games, as a kid he was bullied so he preferred to play online games. He had no real friends until he met Bobby. Tom will be at Bobby's place in 1 hour.","Summarize the given dialogue. Keep the summary short.
dialogue: Tom: I need to re-evaluate my life priorities
Tom: It's just occured to me how much fun I miss sitting at home playing PC games
Bobby: Really?
Bobby: I've been trying to tell you dis for about 2 yrs :D
Tom: When I was a kid I was bullied constantly
Tom: So I'd rather spend time online playing MMO games with people
Bobby: Man you're 25. You're no kid anymore.
Tom: I know. It's just until you guys I had no real friends. 
Tom: And it's new to me that going out can be fun at all.
Bobby: Grab your stuff and come here. We can spend some time drinking and talking shit.
Tom: You know what? I'll be there in 1 hour :D
Bobby: C'ya then :)
summary: "
13611911,Mother wants to pop in but Tina is still in bed. Tina will give her a call later.,"Summarize the given dialogue. Keep the summary short.
dialogue: Mother: Darling are you at home? Can I pop in?
Tina: Hello mum. We're still in bed.
Mother: Oh dear! I'm sorry to have woken you up darling.
Tina: It's alright mum. I'll give you a call later. OK?
Mother: Certainly my dear.
summary: "
13729318,"Becky is still on the subway. She's stood at Franklin Av. station for 25 minutes, because there was a fire somewhere.","Summarize the given dialogue. Keep the summary short.
dialogue: Sean: Where are you?
Becky: on the train still
Sean: subway you mean?
Becky: yes, we've stand at a station for last 25min, there was a fire somewhere
Sean: oh no, which station
Becky: Franklin Av.
Sean: oh, no! crap
Becky: I know
summary: "
13820756,"Mario, Jennifer and Tom are going to meet for pizza.","Summarize the given dialogue. Keep the summary short.
dialogue: Mario: you can start preparing the dinner, we're leaving now
Jeniffer: perfect, thanks for letting us know
Tom: You're going to love our pizza :)
Mario: We're so hungry that I think we would love even boiled boots LOL
summary: "
13715959,"Alyssa, Lou and Gina are planning a pajama party. Alyssa will make banana bread, they will order pizza and watch “Casablanca”.","Summarize the given dialogue. Keep the summary short.
dialogue: Alyssa: Do you like banana bread?
Lou: I love it! Why are you asking?
Alyssa: I thought I could make it for our pajama party.
Gina: Please do! It's delicious ♥
Alyssa: Okay ;) But we're ordering pizza as well, right?
Gina: Of course! A party without pizza is no party at all! :D
Lou: And what move are we watching this time?
Gina: The plan was to watch “Casablanca”, if I remember correctly.
Alyssa: But we've already seen this one.
Gina: Yeah, but last time we spent the whole movie talking instead of watching XD
Lou: Exactly! I still have no idea what the plot was :D
summary: "
13611718,Justin had a busy day in the fields preparing everything for the winter. Katie an Justin are resting drinking beer. Justin and Katie are going out this week. Justin and Katie are going grocery shopping tomorrow evening. Justin will call Katie after a shower.,"Summarize the given dialogue. Keep the summary short.
dialogue: Justin: hey, how are you?
Katie: hello <3 I'm drinking some beer and finally trying to do something with my earplugs. and you?
Justin: Oooo sounds cool. I had a very busy day, just spent the entire morning in the fields, you know, preparing everything for the winter
Katie: my poor :/ you must be really tired right now
Justin: yeah. I am...but I have a beer too B-) Cheers!
Katie: nice, I'm sure it'll cure you :D
Justin: I hope so
Katie: Love you <3
Justin: looove you <3 maybe we'll go to the cinema this week?
Katie: Oh, sounds awesome :D But on which day?
Justin: Don't know it yet. I'll check the programme first.
Katie: Sure. We could also go to the restaurant, or for a coffee
Justin: Of course, anywhere you want <3
Katie: Cool :D What are you doing now?
Justin: Just resting in front of TV, I'm so tired I literally don't feel my hands and legs
Katie: Very well, I hope you'll be sleeping well tonight
Justin: for sure, I always fall asleep quickly after a tiring day
Katie: Good to hear that. What time will you be home tomorrow?
Justin: Not sure but I guess that somehow in the evening, as always. 
Katie: Ok, just let me know cause I'd like to go and do some shopping cause we need some food.
Justin: Of course, we'll go together and buy everything we need. Food only?
Katie: I guess that apart from food we have everything...but I'll think again.
Justin: Cool. Ok I feel I need some shower. I'll call you soon after
Katie: sure, have a nice shower :D love you <3
Justin: Love you, 15min and I'm back 
summary: "
13730217,Theo feels Zeev should try modelling. Zeev will think about it. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Theo: i liked your outfit at the gala night girl
Zeev: haha
Zeev: thanks
Theo: you should try modelling
Zeev:😊😊 come on!
Theo: seriously you should try
Zeev: thanks, ive never thought about it.
Theo: I can get you into next years contest
Zeev: really?
Theo: yeah
Zeev: ok, ill think about it
Theo: thanks
Zeev: nice
summary: "
13829468,Steve is driving.,"Summarize the given dialogue. Keep the summary short.
dialogue: Dave: Hi!
Dave: Hello?
Dave: Steve???
Steve: driving
Dave: ok! sorry!
summary: "
13865188,Greg will open the door for Katie in 5 minutes.,"Summarize the given dialogue. Keep the summary short.
dialogue: Martin: Katie is in front of the door
Martin: Can someone open?
Andy: I'm not at home
Greg: I heard the bell but I'm shitting 
Greg: Give me 5 min
summary: "
13829357,Angel doesn't feel well. Ballomy will come to Angel in 10 minutes. Angel will be dead in less than 6 months.,"Summarize the given dialogue. Keep the summary short.
dialogue: Ballomy: I’ll be there in 10 mins
Angel: Thanks, you didn’t have to
Ballomy: I did, I do, always
Angel: I’m scared Bel, this time it’s really bad
Ballomy: It’ll be OK, I promise
Angel: I’m tired of all this… Tired of fighting. 
Ballomy: I know An…
Angel: And you, your life is all about me, it’s not fair, I’m not giving you anything in return
Ballomy: You do. Yourself. It’s enough baby
Angel: What’s the point anyway, I’ll be dead in less than 6 months
Ballomy: We talked about this. Let’s use the whole time we have left
Angel: I don’t want you to go through this…
Ballomy: It’s too late, I’m ready for that and will not leave till the very end
Angel: You’re such a good guy… I wish we had more time… Like the whole life ;)
Ballomy: Me too. But it seems it was not meant to be
Angel: I’m feeling very dizzy, see you in a minute
Ballomy: Sure, give me 5 mins
summary: "
13729987,"Connie graduated, but Cliff didn't come to her celebration party.","Summarize the given dialogue. Keep the summary short.
dialogue: Cliff: Hey
Cliff: I heard you graduated. Congratulations 
Connie: Hey
Connie: Yeah I did. Though you never came for the party😢
Cliff: Sorry.
Cliff: I was having my exams that time
Connie: Ooh Okay
Connie: No worries though
Cliff: Thanks for understanding
summary: "
13611996,Alex has been staying at Sam's until he finds a new place. Jessy wants to come over but Alex has to ask Sam first. Alex is stubborn and keeps insisting. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Jessy: Hey
Alex: Hi
Jessy:  Get-out! You live in that Manson.
Alex: Yeah, Sam has been putting me up few days, until I find a place.
Jessy: wow its so beautiful.,Yeah I like to think of it as a little bit of paradise.
Alex: Its such a lovely home.
Jessy: Can I come over?
Alex:: oh no, let me ask Sam first so that he knows you are coming
Jessy:  that’s ok, he knows me.
Alex : Jessy!
Jessy: come on.
Alex: You know that Sam and I are  just colleagues.
Jessy: I dont bite. 
Alex: besides Sams parent are visiting today.its not a good idea.
Jessy: You are so mean .
Alex::Dont get me wrong I will let you know when to come. Ok?
Jessy: You can say that, I stopped by to bring you some stuff.
Alex: you are so stubborn 
summary: "
13729550,Jim got the transfer from Don.,"Summarize the given dialogue. Keep the summary short.
dialogue: Don: Did you get the transfer?
Jim: Yes. Thanks for that mate.
Don: No problems.
summary: "
13819286,Kevin booked a flight. He will meet the King whom he already had met twice.,"Summarize the given dialogue. Keep the summary short.
dialogue: Kevin: I booked my flight. Looking forward to meeting the King 👑
Maria: Awesome 😍😍😍
Nathaniel: You met him already, twice 😉
Kevin: Not overly impressive then 😒
Nathaniel: Wait until you see my castle
Kevin: 💵 💵 💵😎
Amanda:  Yeey! Can’t wait 🎉🎉🎉🎉 😍
Amanda: Maria what are your flight times? :)
Maria: <file_photo>
summary: "
13611601,Jannet can't understand how a video from West can be so popular and make so much money. Jenny agrees.,"Summarize the given dialogue. Keep the summary short.
dialogue: Jannet: Oh my god hahahahahhaha
Jenny: What happened xDD
Jannet: I'm dead 
Jenny: Why? :O
Jannet: Just seen this stupid video from West on youtube xDDD I can't process it how can anyone be that stupid to produce such a shitty song and get so much money for it
Jenny: I'm happy cause I haven't seen it yet xD and after your comment I'm not sure if I wanna do it
Jannet: Just don't, you'll regret it, seriously xd
Jenny: ok xD I also don't understand how people can create such stuff...I guess that you don't actually need any school to act like an idiot in front of others and earn like millions of money
Jannet: Life's not fair, that's for sure...but at least I have a reason laugh xDD
Jenny: Cool B-)
summary: "
