idx,label,prompt_text
5973,0,"Read the passage and answer the question with True or False.
question: did they ever make a golden compass 2
passage: The Golden Compass (film) -- At the time of The Golden Compass's theatrical release, Chris Weitz pledged to ``protect (the) integrity'' of the prospective sequels by being ``much less compromising'' in the book-to-film adaptation process. New Line Cinema commissioned Hossein Amini to write a screenplay based on the second book in the trilogy, The Subtle Knife, potentially for release in 2010 or 2011, with the third book of the trilogy, The Amber Spyglass, to follow. However, New Line president Toby Emmerich stressed that production of the second and third films was dependent on the financial success of The Golden Compass. When The Golden Compass did not meet expectations at the United States box office, the likelihood of a sequel was downplayed by New Line. According to studio co-head Michael Lynne, ``The jury is still very much out on the movie, and while it's performed very strongly overseas we'll look at it early 2008 and see where we're going with a sequel.''
Answer: "
3331,1,"Read the passage and answer the question with True or False.
question: is there such a thing as itching powder
passage: Itching powder -- Itching powder refers to a group of powders or powder-like substances that induce itching when applied onto human skin. This is usually done as a practical joke or prank to an unsuspecting victim.
Answer: "
8876,1,"Read the passage and answer the question with True or False.
question: is philadelphia and pittsburgh in the same state
passage: Pennsylvania -- Pennsylvania is the 33rd-largest state by area, and the 6th-most populous state according to the last official U.S. Census count in 2010. It is the 9th-most densely populated of the 50 states. Pennsylvania's two most populous cities are Philadelphia (1,567,872), and Pittsburgh (303,625). The state capital and its 10th largest city is Harrisburg. Pennsylvania has 140 miles (225 km) of waterfront along Lake Erie and the Delaware Estuary.
Answer: "
2111,0,"Read the passage and answer the question with True or False.
question: can a minor be given the death penalty in texas
passage: Capital punishment in Texas -- Under Texas law, offenders under 17 are not executed but the US Supreme Court in Roper v. Simmons has ruled capital punishment to be unconstitional for those under 18 when the crime was committed. The victim's age under which child murder is punishable by death was raised from six to 10 in 2011 by the Texas legislature.
Answer: "
3766,1,"Read the passage and answer the question with True or False.
question: can a positive definite matrix be non symmetric
passage: Positive-definite matrix -- Some authors use more general definitions of ``positive definite'', including some non-symmetric real matrices, or non-Hermitian complex ones.
Answer: "
7136,0,"Read the passage and answer the question with True or False.
question: is mild steel the same as carbon steel
passage: Carbon steel -- Mild steel (iron containing a small percentage of carbon, strong and tough but not readily tempered), also known as plain-carbon steel and low-carbon steel, is now the most common form of steel because its price is relatively low while it provides material properties that are acceptable for many applications. Mild steel contains approximately 0.05--0.25% carbon making it malleable and ductile. Mild steel has a relatively low tensile strength, but it is cheap and easy to form; surface hardness can be increased through carburizing.
Answer: "
339,0,"Read the passage and answer the question with True or False.
question: can a man have more than one wife in utah
passage: Polygamy in North America -- In 2001, in the state of Utah in the United States, Juab County Attorney David O. Leavitt successfully prosecuted Thomas Green, who was convicted of criminal non-support and four counts of bigamy for having five serially monogamous marriages, while living with previous legally divorced wives. His cohabitation was considered evidence of a common-law marriage to the wives he had divorced while still living with them. That premise was subsequently affirmed by the Utah Supreme Court in State v. Green, as applicable only in the State of Utah. Green was also convicted of child rape and criminal non-support.
Answer: "
695,1,"Read the passage and answer the question with True or False.
question: is demon's souls part of dark souls
passage: Souls (series) -- The Souls series (ソウルシリーズ, Sōru shirīzu) is a series of action role-playing video games created and developed by FromSoftware. The series began with the release of Demon's Souls for the PlayStation 3 in 2009. It was followed by Dark Souls in 2011, and its sequels, Dark Souls II and Dark Souls III, in 2014 and 2016, respectively. The series' creator was Hidetaka Miyazaki, who directed all of them with the exception of Dark Souls II.
Answer: "
1243,1,"Read the passage and answer the question with True or False.
question: is a video card and graphics card the same thing
passage: Video card -- A video card (also called a display card, graphics card, display adapter or graphics adapter) is an expansion card which generates a feed of output images to a display (such as a computer monitor). Frequently, these are advertised as discrete or dedicated graphics cards, emphasizing the distinction between these and integrated graphics. At the core of both is the graphics processing unit (GPU), which is the main part that does the actual computations, but should not be confused as the video card as a whole, although ``GPU'' is often used to refer to video cards.
Answer: "
7052,1,"Read the passage and answer the question with True or False.
question: can you survive a man of war sting
passage: Portuguese man o' war -- The Atlantic Portuguese man o' war (Physalia physalis), also known as the man-of-war, is a marine hydrozoan of the family Physaliidae found in the Atlantic, Indian and Pacific Oceans. Its long tentacles deliver a painful sting, which is venomous and powerful enough to kill fish or (rarely) humans. Despite its appearance, the Portuguese man o' war is not a true jellyfish but a siphonophore, which is not actually a single multicellular organism (true jellyfish are single organisms), but a colonial organism made up of specialized individual animals (of the same species) called zooids or polyps. These polyps are attached to one another and physiologically integrated, to the extent that they cannot survive independently, creating a symbiotic relationship, requiring each polyp to work together and function like an individual animal.
Answer: "
1070,1,"Read the passage and answer the question with True or False.
question: is it illegal to smoke indoors in spain
passage: List of smoking bans -- Andorra introduced a smoking ban in all public places on 13 December 2012. However, an exception was made for bars and restaurants, allowing special smoking rooms as long as they fulfill strict conditions: such as not serving food and drink. In 2014, Andorra joined France and Spain in banning smoking indoors, which resulted in the first smoke free ski season in Andorra.
Answer: "
8932,1,"Read the passage and answer the question with True or False.
question: was obi wan a master in episode 2
passage: Obi-Wan Kenobi -- In Star Wars: Episode II -- Attack of the Clones, set 10 years later, Obi-Wan Kenobi is now a respected Jedi Master and the mentor of Anakin Skywalker. Over the years, Anakin has grown powerful but arrogant, and believes Obi-Wan is ``holding him back''. After they save Padmé, now a senator, from an assassination attempt, Obi-Wan goes on a solo mission to trace the bounty hunters involved to the planet Kamino, where he learns of a massive clone army that the planet's inhabitants are building for the Republic. He is introduced to bounty hunter Jango Fett, the clones' template, and the two fight after Obi-Wan deduces that Fett must be behind the attempted assassination. Fett escapes to the planet Geonosis with his clone son Boba while Obi-Wan is in pursuit.
Answer: "
4362,1,"Read the passage and answer the question with True or False.
question: is ccr in the rock and roll hall of fame
passage: Creedence Clearwater Revival -- The group disbanded acrimoniously in late 1972 after four years of chart-topping success. Tom Fogerty had officially left the previous year, and his brother John was at odds with the remaining members over matters of business and artistic control, all of which resulted in subsequent lawsuits among the former bandmates. Fogerty's ongoing disagreements with Fantasy Records owner Saul Zaentz created further protracted court battles, and John Fogerty refused to perform with the two other surviving members at CCR's 1993 induction into the Rock and Roll Hall of Fame.
Answer: "
9309,1,"Read the passage and answer the question with True or False.
question: can you play on the european tour and the pga tour
passage: PGA European Tour -- At the start of 2006 five of the top 10 players in the Official World Golf Ranking were full members of the European Tour, namely Ernie Els, Retief Goosen, Sergio García, Adam Scott and Colin Montgomerie. Two years later, at the start of 2008, the number of full European Tour members in the top 10 remained at five, namely Els, Justin Rose, Scott, Pádraig Harrington, and Vijay Singh. At the start of 2009, that number increased to seven--García, Harrington, Singh, Robert Karlsson, Henrik Stenson, Els, and Lee Westwood. At the start of 2010, that number went back to five, with Westwood, Harrington, and Stenson joined by Paul Casey and Rory McIlroy. Apart from McIlroy, who was only 20 years old at the end of 2009, and longtime European Tour veterans Montgomerie and Karlsson, all of the named golfers are also members of the PGA Tour, and moved to it as their main or joint main tour after playing in Europe first. Singh had largely abandoned the European Tour for the PGA Tour in the late 1990s, but rejoined the European Tour in 2006. 2010 saw much success for European Tour members, including major wins for Graeme McDowell, Louis Oosthuizen and Martin Kaymer, and a victory in the 2010 Ryder Cup. Lee Westwood ended the year as world number one. As of 24 January 2011, the no. 1 and 2 positions in the golf rankings were occupied by Europeans (Westwood and Kaymer), for the first time in 18 years. Westwood, Kaymer, no. 4. McDowell and no 7. McIlroy all see the European Tour as their primary tour.
Answer: "
7374,1,"Read the passage and answer the question with True or False.
question: is there a movie for lord of the flies
passage: Lord of the Flies (1990 film) -- Lord of the Flies is a 1990 American survival drama film directed by Harry Hook and starring Balthazar Getty, Chris Furrh, Danuel Pipoly and James Badge Dale. It was produced by Lewis M. Allen and written by Jay Presson Allen under the pseudonym ``Sarah Schiff'', based on the 1954 book Lord of the Flies, by William Golding. It is the second film adaptation of the book, after Lord of the Flies (1963).
Answer: "
6386,1,"Read the passage and answer the question with True or False.
question: is 9-5 a 40 hour week
passage: Working time -- The traditional American business hours are 9:00 a.m. to 5:00 p.m., Monday to Friday, representing a workweek of five eight-hour days comprising 40 hours in total. These are the origin of the phrase 9-to-5, used to describe a conventional and possibly tedious job. Negatively used, it connotes a tedious or unremarkable occupation. The phrase also indicates that a person is an employee, usually in a large company, rather than and entrepreneur or self-employed. More neutrally, it connotes a job with stable hours and low career risk, but still a position of subordinate employment. The actual time at work often varies between 35 and 48 hours in practice due to the inclusion, or lack of inclusion, of breaks. In many traditional white collar positions, employees were required to be in the office during these hours to take orders from the bosses, hence the relationship between this phrase and subordination. Workplace hours have become more flexible, but the phrase is still commonly used.
Answer: "
6883,0,"Read the passage and answer the question with True or False.
question: is malt liquor and beer the same thing
passage: Malt liquor -- Malt liquor, in North America, is beer with high alcohol content. Legally, it often includes any alcoholic beverage with 5% or more alcohol by volume made with malted barley. In common usage, it refers to beers containing a high alcohol content, generally above 6%, which are made with ingredients and processes resembling those for American-style lagers.
Answer: "
1482,1,"Read the passage and answer the question with True or False.
question: is 2 cycle and 2 stroke the same thing
passage: Two-stroke oil -- Two-stroke oil (also referred to as two-cycle oil, 2-cycle oil, 2T oil, 2-stroke oil or petroil) is a special type of motor oil intended for use in crankcase compression two-stroke engines.
Answer: "
7650,0,"Read the passage and answer the question with True or False.
question: is lake tahoe the deepest lake in the world
passage: Lake Tahoe -- Lake Tahoe (/ˈtɑːhoʊ/; Washo: dáʔaw) is a large freshwater lake in the Sierra Nevada of the United States. Lying at 6,225 ft (1,897 m), it straddles the state line between California and Nevada, west of Carson City. Lake Tahoe is the largest alpine lake in North America, and at 122,160,280 acre⋅ft (150,682,490 dam) trails only the five Great Lakes as the largest by volume in the United States. Its depth is 1,645 ft (501 m), making it the second deepest in the United States after Crater Lake in Oregon (1,945 ft (593 m)).
Answer: "
5963,0,"Read the passage and answer the question with True or False.
question: can a goalie be a captain in the nhl
passage: Captain (ice hockey) -- Prior to the 1948--49 season, the NHL made a change to the rules, prohibiting goalies from being captains or alternate captains. This was in response to complaints from opponents of the Montreal Canadiens, who complained that Durnan left his crease to argue with the referee at strategic points during games, resulting in unscheduled timeouts. This rule is sometimes referred to as the ``Durnan Rule.''
Answer: "
3479,0,"Read the passage and answer the question with True or False.
question: do you have to be born in the country you play for in world cup
passage: FIFA eligibility rules -- As the governing body of association football, FIFA is responsible for maintaining and implementing the rules that determine whether an association football player is eligible to represent a particular country in officially recognised international competitions and friendly matches. In the 20th century, FIFA allowed a player to represent any national team, as long as the player held citizenship of that country. In 2004, in reaction to the growing trend towards naturalisation of foreign players in some countries, FIFA implemented a significant new ruling that requires a player to demonstrate a ``clear connection'' to any country they wish to represent. FIFA has used its authority to overturn results of competitive international matches that feature ineligible players.
Answer: "
1635,1,"Read the passage and answer the question with True or False.
question: changes in the gene pool can occur due to various mechanisms
passage: Genetic variation -- Genetic variation is brought about, fundamentally, by mutation, which is a permanent change in the chemical structure of chromosomes. Genetic recombination also produces changes within alleles.
Answer: "
2047,1,"Read the passage and answer the question with True or False.
question: is it possible to have a score of 1 in football
passage: Safety (gridiron football score) -- Safeties are the least common method of scoring in American football but are not rare occurrences -- since 1932, a safety has occurred once every 14.31 games in the National Football League (NFL), or about once a week under current scheduling rules. On October 21, 1973, Fred Dryer, playing for the Los Angeles Rams against the Green Bay Packers, became the only player in NFL History to score two safeties in a single game. A much rarer occurrence is the one-point safety, which can be scored by the offense on an extra point or two-point conversion attempt; those have occurred at least twice in NCAA Division I football since 1996, most recently at the 2013 Fiesta Bowl. No conversion safeties have occurred since at least 1940 in the NFL. A conversion safety by the defense is also possible, though highly unlikely; although this has never occurred, it is the only possible way a team could finish with a single point in an American football game.
Answer: "
1331,0,"Read the passage and answer the question with True or False.
question: did jamie live in a walk to remember
passage: A Walk to Remember -- Landon builds a telescope for Jamie to see a one-time comet in the springtime. Jamie's father helps him get it finished in time and it is brought to her on the balcony where she gets a beautiful view of the comet. It is then that Landon asks her to marry him. Jamie tearfully accepts, and they get married in the church where her mother got married. They spend their last summer together filled with strong love. Jamie's leukemia ends up killing her when summer ends.
Answer: "
2387,1,"Read the passage and answer the question with True or False.
question: can you develop an allergy to your own sweat
passage: Sweat allergy -- A sweat allergy is the exacerbation of atopic dermatitis associated with an elevated body temperature and resulting increases in the production of sweat. It appears as small reddish wheals that become visible in response to increased temperature and resulting production of sweat. It can affect all ages. Sweating can trigger intense itching or cholinergic urticaria. The protein MGL_1304 secreted by mycobiota present on the skin such as Malassezia globosa acts as a histamine or antigen. People can be desensitized using their own samples of sweat that have been purified that contains small amounts of the allergen. The allergy is not due to the sweat itself but instead to an allergy-producing protein secreted by bacteria found on the skin.
Answer: "
5384,1,"Read the passage and answer the question with True or False.
question: can cars run on anything other than gas
passage: Alternative fuel vehicle -- An alternative fuel vehicle is a vehicle that runs on a fuel other than traditional petroleum fuels (petrol or Diesel fuel); and also refers to any technology of powering an engine that does not involve solely petroleum (e.g. electric car, hybrid electric vehicles, solar powered). Because of a combination of factors, such as environmental concerns, high oil prices and the potential for peak oil, development of cleaner alternative fuels and advanced power systems for vehicles has become a high priority for many governments and vehicle manufacturers around the world.
Answer: "
5911,1,"Read the passage and answer the question with True or False.
question: can the nuclear option be used for supreme court
passage: Nuclear option -- In November 2013, Senate Democrats used the nuclear option to eliminate the 60-vote rule on executive branch nominations and federal judicial appointments (except for appointments to the Supreme Court). In April 2017, Senate Republicans used the nuclear option to eliminate the exception for Supreme Court nominees, after the nomination of Neil Gorsuch failed to meet the requirement of 60 votes for ending the debate.
Answer: "
969,0,"Read the passage and answer the question with True or False.
question: are virginia and west virginia the same state
passage: West Virginia -- West Virginia (/vərˈdʒɪniə/ ( listen)) is a state located in the Appalachian region of the Southern and Mid-Atlantic United States. It is bordered by Virginia to the southeast, Kentucky to the southwest, Ohio to the northwest, and Pennsylvania and Maryland to the northeast. West Virginia is the 41st largest state by area, and is ranked 38th in population. The capital and largest city is Charleston.
Answer: "
7546,1,"Read the passage and answer the question with True or False.
question: is matt damon singing scotty doesn't know
passage: Scotty Doesn't Know -- In the film EuroTrip, Scotty (Scott Mechlowicz) is dumped by his girlfriend Fiona (Kristin Kreuk) for the lead singer of a band (played in the film by Matt Damon). The band performs the song at a party Scotty is attending and is praised by many characters in the film (including Scotty's parents and eventually Scotty himself) as being ``catchy.'' The song becomes something of a popular phenomenon, appearing on the radio and across the world; in Bratislava, the song has been remixed and is playing in a popular nightclub. By the end of the film, it has become so widespread and popular that Scotty's best friend Cooper is able to use it as his cell phone ring tone.
Answer: "
9276,1,"Read the passage and answer the question with True or False.
question: is there a toy story 4 in the making
passage: Toy Story (franchise) -- The Toy Story series consists of three CGI animated films: Toy Story (1995), Toy Story 2 (1999), and Toy Story 3 (2010). A fourth film, Toy Story 4, is in production and set for release on June 21, 2019. Toy Story was the first feature-length film to be made entirely using computer-generated imagery. The films were produced by Pixar Animation Studios and distributed by Walt Disney Pictures.
Answer: "
3372,0,"Read the passage and answer the question with True or False.
question: is there going to be a godfather 4
passage: The Godfather (film series) -- Following the reaction after the third film, Coppola stated that the idea of a fourth had been discussed but Puzo died on July 2, 1999, before they had a chance to write the film. Earlier, on June 21, 1999, The Hollywood Reporter had reported that a fourth film was in the works with García in the lead role. García has since claimed the film's script was nearly produced. After Puzo's death, Coppola decided to not continue the film series. Puzo's portion of the potential sequel, dealing with the Corleone family in the early 1930s, was eventually expanded into a novel by Ed Falco and released in 2012 as The Family Corleone. The estate of Puzo had sought to keep Paramount Pictures from producing a feature film based on the novel. This has been resolved, with Paramount gaining the rights to make more Godfather films.
Answer: "
3368,0,"Read the passage and answer the question with True or False.
question: was jerry from tom and jerry a girl
passage: Jerry Mouse -- Jerry Mouse is a fictional character and one of the title characters (the other being Tom Cat) in Metro-Goldwyn-Mayer's series of Tom and Jerry theatrical cartoon short films. Created by William Hanna and Joseph Barbera, Jerry is a brown anthropomorphic house mouse, who first appeared as a mouse named Jinx in the 1940 MGM animated short Puss Gets the Boot. Hanna gave the mouse's original name as ``Jinx'', while Barbera claimed the mouse went unnamed in his first appearance.
Answer: "
3047,1,"Read the passage and answer the question with True or False.
question: is there a toll on the midtown tunnel in norfolk
passage: Midtown Tunnel (Virginia) -- The Midtown Tunnel crosses the main channel of the Elizabeth River in the South Hampton Roads area of Virginia where it is one of two tunnels that link the cities of Norfolk and Portsmouth. It carries U.S. Highway 58 and operated without tolls until February 1, 2014.
Answer: "
1548,1,"Read the passage and answer the question with True or False.
question: is there such a thing as a ground squirrel
passage: Ground squirrel -- The ground squirrels are members of the squirrel family of rodents (Sciuridae) which generally live on or in the ground, rather than trees. The term is most often used for the medium-sized ground squirrels, as the larger ones are more commonly known as marmots (genus Marmota) or prairie dogs, while the smaller and less bushy-tailed ground squirrels tend to be known as chipmunks. Together, they make up the ``marmot tribe'' of squirrels, Marmotini, and the large and mainly ground squirrel subfamily Xerinae, and containing six living genera. Well-known members of this largely Holarctic group are the marmots (Marmota), including the American groundhog, the chipmunks, the susliks (Spermophilus), and the prairie dogs (Cynomys). They are highly variable in size and habitus, but most are remarkably able to rise up on their hind legs and stand fully erect comfortably for prolonged periods. They also tend to be far more gregarious than other squirrels, and many live in colonies with complex social structures. Most Marmotini are rather short-tailed and large squirrels, and the alpine marmot (Marmota marmota) is the largest living member of the Sciuridae, at 53--73 cm in length and weighing 5--8 kg.
Answer: "
2029,1,"Read the passage and answer the question with True or False.
question: does northern ireland have a national football team
passage: Northern Ireland national football team -- The Northern Ireland national football team represents Northern Ireland in international association football. From 1882 to 1921 all of Ireland was represented by a single side, the Ireland national football team, organised by the Irish Football Association (IFA). In 1921, the jurisdiction of the IFA was reduced to Northern Ireland following the secession of clubs in the soon-to-be Irish Free State, although its team remained the national team for all of Ireland until 1950, and used the name Ireland until the 1970s. The Football Association of Ireland (FAI) organises the separate Republic of Ireland national football team.
Answer: "
569,0,"Read the passage and answer the question with True or False.
question: is there going to be a third series of no offence
passage: No Offence -- No Offence is a British television police procedural drama on Channel 4, created by Paul Abbott. It follows a team of detectives from Friday Street police station, a division of the Manchester Metropolitan Police (a fictional version of the Greater Manchester Police). The series stars Joanna Scanlan as the protagonist, Detective Inspector Viv Deering. The first series focuses on the team's investigation into the serial murders of young girls with Down's syndrome. It was renewed for a second run. The second series of seven episodes began broadcasting on 4 January 2017, and follows the investigation into Manchester crime boss Nora Attah (Rakie Ayola). Both series were filmed on location in Manchester.
Answer: "
4421,0,"Read the passage and answer the question with True or False.
question: is lake of the pines ca open to the public
passage: Lake of the Pines, California -- Lake of the Pines is a census-designated place (CDP) and a gated residential community in Nevada County, California, United States. The population was 3,917 at the 2010 census.
Answer: "
2176,0,"Read the passage and answer the question with True or False.
question: is spectre the last daniel craig bond film
passage: Spectre (2015 film) -- There's a sequel of Spectre is on developing which is expected to release in November 2019. Daniel Craig is returning as James Bond for the fifth time. It will be 25th James Bond film.
Answer: "
6037,1,"Read the passage and answer the question with True or False.
question: is it legal to drink in public london
passage: Drinking in public -- Drinking in public is legal in England and Wales -- one may carry a drink from a public house down the street (though it is preferred that the user requests a plastic glass to avoid danger of breakage and because the taking of the glass could be considered an offence of theft as only the drink has been purchased), and one may purchase alcohol at an off-licence and immediately begin drinking it outside. Separately, one may drink on aeroplanes and on most National Rail train services, either purchasing alcohol on-board or consuming one's own.
Answer: "
2701,0,"Read the passage and answer the question with True or False.
question: are tickets and boarding passes the same thing
passage: Boarding pass -- Generally, a passenger with an electronic ticket will only need a boarding pass. If a passenger has a paper airline ticket, that ticket (or flight coupon) may be required to be attached to the boarding pass for him or her to board the aircraft. For ``connecting flights'', a boarding pass is required for each new leg (distinguished by a different flight number), regardless of whether a different aircraft is boarded or not.
Answer: "
739,1,"Read the passage and answer the question with True or False.
question: does the us constitution guarantee separation of church and state
passage: Separation of church and state in the United States -- The centrality of the ``separation'' concept to the Religion Clauses of the Constitution was made explicit in Everson v. Board of Education, 330 U.S. 1 (1947), a case dealing with a New Jersey law that allowed government funds to pay for transportation of students to both public and Catholic schools. This was the first case in which the court applied the Establishment Clause to the laws of a state, having interpreted the due process clause of the Fourteenth Amendment as applying the Bill of Rights to the states as well as the federal legislature. Citing Jefferson, the court concluded that ``The First Amendment has erected a wall between church and state. That wall must be kept high and impregnable. We could not approve the slightest breach.''
Answer: "
